interaction_id,timestamp,department,user_role,user_query,query_category,metrics_requested,analysis_type,bot_response_confidence,response_time_ms,user_feedback_rating,estimated_business_impact
INT-100192,2025-12-28 15:59:31.852339,HR,Manager,Forecast next quarter revenue,Marketing,ROI,Predictive,0.97,201,3.0,High
INT-100193,2025-03-10 07:48:31.852341,Marketing,Executive,Show monthly revenue trend,Sales,Profit Margin,Trend Analysis,0.62,2133,4.0,High
INT-100194,2025-10-14 13:07:31.852342,HR,Manager,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.89,593,2.0,Low
INT-100195,2025-10-05 02:07:31.852344,Finance,Analyst,Compare sales performance by region,Sales,ROI,Predictive,0.63,505,5.0,Medium
INT-100196,2025-08-12 21:31:31.852346,Finance,Intern,What is customer churn rate?,Sales,Churn Rate,Predictive,0.78,1369,2.0,High
INT-100197,2025-04-25 02:01:31.852348,Sales,Intern,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.67,729,3.0,High
INT-100198,2025-03-22 15:31:31.852350,Operations,Intern,Show monthly revenue trend,Customer,Conversion Rate,Trend Analysis,0.66,727,2.0,Medium
INT-100199,2025-11-18 16:17:31.852352,HR,Executive,What is customer churn rate?,Revenue,Conversion Rate,Predictive,0.65,1164,5.0,nan
INT-100200,2026-01-22 23:42:31.852353,Marketing,Manager,Show monthly revenue trend,Finance,ROI,Predictive,0.78,870,5.0,High
INT-100201,2025-04-20 06:22:31.852355,Finance,Manager,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.8,2456,3.0,Medium
INT-100202,2025-05-26 08:44:31.852357,Sales,Analyst,Compare sales performance by region,Finance,Churn Rate,Predictive,0.65,1157,3.0,Medium
INT-100203,2025-04-07 03:30:31.852375,Sales,Executive,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.98,2452,5.0,Medium
INT-100204,2026-01-07 20:46:31.852377,HR,Analyst,Compare sales performance by region,Customer,Conversion Rate,Descriptive,0.7,1913,5.0,High
INT-100205,2025-11-25 06:19:31.852388,Finance,Manager,Forecast next quarter revenue,Sales,Conversion Rate,Descriptive,0.78,920,4.0,Medium
INT-100206,2026-02-04 20:30:31.852390,Operations,Manager,What is customer churn rate?,Finance,Revenue,Descriptive,0.68,835,,High
INT-100207,2025-07-28 10:40:31.852392,Finance,Intern,Forecast next quarter revenue,Sales,Revenue,Predictive,0.79,1238,3.0,Low
INT-100208,2025-10-08 02:58:31.852394,HR,Executive,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.89,756,2.0,nan
INT-100209,2025-07-26 12:25:31.852396,HR,Manager,Compare sales performance by region,Marketing,Churn Rate,Descriptive,0.8,1317,2.0,High
INT-100210,2026-01-08 07:28:31.852398,Finance,Intern,Compare sales performance by region,Marketing,Conversion Rate,Trend Analysis,0.71,2354,4.0,Medium
INT-100211,2025-05-18 15:29:31.852399,HR,Executive,Show monthly revenue trend,Finance,Profit Margin,Descriptive,0.7,327,3.0,Medium
INT-100212,2025-06-07 12:51:31.852401,Finance,Analyst,What is customer churn rate?,Marketing,ROI,Predictive,0.9,2193,2.0,Low
INT-100213,2026-01-14 05:25:31.852403,Marketing,Executive,Forecast next quarter revenue,Customer,ROI,Descriptive,0.65,237,3.0,High
INT-100214,2025-07-22 16:14:31.852405,Finance,Executive,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.74,1832,4.0,High
INT-100215,2025-05-31 07:35:31.852406,Finance,Manager,Which campaign had highest ROI?,Finance,Profit Margin,Predictive,0.66,397,2.0,Medium
INT-100216,2025-07-11 16:07:31.852408,HR,Manager,Compare sales performance by region,Sales,Profit Margin,Descriptive,0.7,2254,1.0,Low
INT-100217,2025-10-29 14:31:31.852410,HR,Executive,Compare sales performance by region,Revenue,Revenue,Trend Analysis,0.66,718,,Low
INT-100218,2025-07-14 00:32:31.852412,Sales,Manager,Compare sales performance by region,Sales,Conversion Rate,Predictive,0.95,2441,3.0,Medium
INT-100219,2025-11-15 06:53:31.852414,Sales,Manager,Forecast next quarter revenue,Sales,Revenue,Trend Analysis,0.89,1224,2.0,Low
INT-100220,2025-04-19 23:00:31.852415,Marketing,Manager,Which campaign had highest ROI?,Sales,Conversion Rate,Descriptive,0.82,1285,4.0,Medium
INT-100221,2025-11-15 22:51:31.852417,Sales,Intern,Show monthly revenue trend,Sales,Revenue,Predictive,0.69,1241,5.0,Low
INT-100222,2025-08-02 22:45:31.852419,Finance,Intern,What is customer churn rate?,Revenue,Churn Rate,Trend Analysis,0.8,819,4.0,Medium
INT-100223,2025-07-14 06:36:31.852421,HR,Executive,Show monthly revenue trend,Marketing,Conversion Rate,Predictive,0.8,1594,3.0,Medium
INT-100224,2026-01-17 04:31:31.852423,Sales,Manager,Forecast next quarter revenue,Sales,ROI,Descriptive,0.83,1794,5.0,High
INT-100225,2025-04-08 07:51:31.852424,Sales,Intern,Compare sales performance by region,Customer,Conversion Rate,Predictive,0.62,1922,4.0,Medium
INT-100226,2025-09-12 07:38:31.852426,Marketing,Executive,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.98,434,3.0,Medium
INT-100227,2026-02-06 03:29:31.852428,Marketing,Manager,Forecast next quarter revenue,Finance,Conversion Rate,Trend Analysis,0.78,646,4.0,Low
INT-100228,2026-01-20 16:32:31.852430,Finance,Analyst,Forecast next quarter revenue,Customer,Churn Rate,Predictive,0.96,809,4.0,Medium
INT-100229,2026-01-07 17:32:31.852432,HR,Manager,Forecast next quarter revenue,Sales,Revenue,Trend Analysis,0.6,207,4.0,nan
INT-100230,2025-05-20 05:43:31.852434,Marketing,Manager,What is customer churn rate?,Revenue,ROI,Descriptive,0.7,661,,Low
INT-100231,2025-09-04 20:04:31.852436,Sales,Intern,What is customer churn rate?,Marketing,Revenue,Descriptive,0.64,1199,4.0,Low
INT-100232,2025-10-17 13:56:31.852438,HR,Executive,Which campaign had highest ROI?,Finance,Revenue,Trend Analysis,0.9,1534,5.0,Low
INT-100233,2025-07-26 12:45:31.852441,HR,Executive,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.72,333,4.0,Medium
INT-100234,2025-10-31 23:39:31.852443,Sales,Intern,Show monthly revenue trend,Revenue,Churn Rate,Descriptive,0.93,255,3.0,Medium
INT-100235,2025-04-18 18:34:31.852445,Marketing,Manager,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.92,1192,4.0,Low
INT-100236,2025-10-21 20:49:31.852446,Sales,Analyst,What is customer churn rate?,Marketing,Churn Rate,Descriptive,0.86,1583,1.0,Low
INT-100237,2025-10-30 12:26:31.852448,HR,Manager,What is customer churn rate?,Revenue,Revenue,Trend Analysis,0.86,2194,2.0,High
INT-100238,2025-05-22 08:40:31.852450,Operations,Manager,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.87,1311,5.0,Medium
INT-100239,2025-03-16 09:40:31.852452,Operations,Analyst,Forecast next quarter revenue,Sales,Churn Rate,Descriptive,0.86,2385,4.0,Medium
INT-100240,2025-08-28 00:54:31.852454,Finance,Intern,Compare sales performance by region,Revenue,Revenue,Predictive,0.75,1723,2.0,nan
INT-100241,2025-07-06 00:24:31.852456,Sales,Executive,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.87,343,3.0,Medium
INT-100242,2025-12-23 14:26:31.852457,Sales,Intern,What is customer churn rate?,Sales,ROI,Descriptive,0.95,2303,2.0,High
INT-100243,2025-07-14 08:13:31.852459,Finance,Intern,Which campaign had highest ROI?,Sales,Profit Margin,Predictive,0.73,819,5.0,nan
INT-100244,2025-12-14 20:38:31.852461,Finance,Manager,Show monthly revenue trend,Revenue,Profit Margin,Predictive,0.97,2086,2.0,Low
INT-100245,2025-08-24 13:58:31.852463,Finance,Executive,What is customer churn rate?,Customer,Profit Margin,Trend Analysis,0.61,1229,4.0,Medium
INT-100246,2025-03-24 20:38:31.852464,HR,Executive,Show monthly revenue trend,Finance,Conversion Rate,Trend Analysis,0.74,2220,4.0,Medium
INT-100247,2025-03-17 09:48:31.852466,Sales,Intern,What is customer churn rate?,Revenue,ROI,Descriptive,0.65,1608,3.0,High
INT-100248,2025-08-06 02:09:31.852468,HR,Analyst,Which campaign had highest ROI?,Sales,Profit Margin,Trend Analysis,0.65,838,3.0,Medium
INT-100249,2025-11-16 15:39:31.852470,Finance,Intern,Forecast next quarter revenue,Sales,Profit Margin,Trend Analysis,0.92,1856,3.0,High
INT-100250,2025-12-21 14:27:31.852472,Sales,Analyst,Compare sales performance by region,Revenue,ROI,Descriptive,0.96,1036,5.0,nan
INT-100251,2025-11-11 08:42:31.852473,HR,Executive,Show monthly revenue trend,Customer,Revenue,Predictive,0.9,1785,5.0,High
INT-100252,2025-03-29 21:24:31.852475,HR,Intern,Which campaign had highest ROI?,Finance,Profit Margin,Predictive,0.98,979,4.0,nan
INT-100253,2026-01-21 20:19:31.852477,Finance,Manager,Forecast next quarter revenue,Marketing,Revenue,Descriptive,0.68,1036,4.0,High
INT-100254,2025-08-11 05:38:31.852479,Sales,Intern,Which campaign had highest ROI?,Revenue,Profit Margin,Descriptive,0.65,464,2.0,nan
INT-100255,2025-05-29 03:28:31.852481,Finance,Executive,Show monthly revenue trend,Finance,Churn Rate,Descriptive,0.8,1416,1.0,Low
INT-100256,2025-07-22 18:03:31.852483,Sales,Manager,Compare sales performance by region,Finance,Conversion Rate,Descriptive,0.92,1597,5.0,High
INT-100257,2025-12-26 04:23:31.852485,Operations,Manager,Which campaign had highest ROI?,Sales,Profit Margin,Descriptive,0.62,2257,5.0,High
INT-100258,2025-11-01 04:16:31.852487,Marketing,Analyst,What is customer churn rate?,Marketing,Churn Rate,Descriptive,0.99,501,4.0,Medium
INT-100259,2025-03-26 05:25:31.852489,Marketing,Manager,Forecast next quarter revenue,Revenue,ROI,Trend Analysis,0.83,2177,4.0,Low
INT-100260,2025-06-20 02:15:31.852491,Marketing,Manager,Which campaign had highest ROI?,Sales,Churn Rate,Trend Analysis,0.98,1004,3.0,Medium
INT-100261,2025-11-24 22:01:31.852493,Finance,Intern,Forecast next quarter revenue,Sales,ROI,Trend Analysis,0.74,1275,2.0,Low
INT-100262,2025-11-27 23:26:31.852494,Operations,Executive,What is customer churn rate?,Customer,Profit Margin,Predictive,0.78,1975,4.0,Medium
INT-100263,2025-03-09 15:35:31.852496,Sales,Analyst,Compare sales performance by region,Finance,ROI,Descriptive,0.89,298,,Medium
INT-100264,2026-01-30 13:31:31.852498,HR,Intern,Compare sales performance by region,Revenue,Churn Rate,Descriptive,0.91,1613,3.0,nan
INT-100265,2025-12-04 06:51:31.852500,Sales,Manager,What is customer churn rate?,Revenue,Conversion Rate,Trend Analysis,0.69,2177,3.0,Low
INT-100266,2025-09-05 08:01:31.852502,HR,Manager,Forecast next quarter revenue,Revenue,Revenue,Predictive,0.96,556,3.0,High
INT-100267,2025-04-08 02:30:31.852503,Sales,Analyst,Which campaign had highest ROI?,Sales,Revenue,Trend Analysis,0.94,1863,1.0,Low
INT-100268,2025-04-10 08:22:31.852505,Operations,Executive,What is customer churn rate?,Customer,Conversion Rate,Descriptive,0.61,210,4.0,Medium
INT-100269,2025-07-19 02:47:31.852507,HR,Analyst,Show monthly revenue trend,Marketing,Revenue,Descriptive,0.65,280,,Medium
INT-100270,2025-04-16 19:42:31.852509,Finance,Intern,Forecast next quarter revenue,Sales,Profit Margin,Trend Analysis,0.79,2253,5.0,Medium
INT-100271,2025-05-18 22:33:31.852511,Sales,Analyst,Compare sales performance by region,Marketing,Profit Margin,Trend Analysis,0.78,421,5.0,High
INT-100272,2025-04-08 13:39:31.852513,Sales,Manager,What is customer churn rate?,Customer,Churn Rate,Descriptive,0.88,2140,4.0,High
INT-100273,2025-12-21 01:20:31.852515,HR,Intern,Compare sales performance by region,Finance,Churn Rate,Trend Analysis,0.63,2146,3.0,High
INT-100274,2025-10-26 22:01:31.852516,Finance,Manager,Forecast next quarter revenue,Revenue,ROI,Descriptive,0.85,714,,Medium
INT-100275,2025-07-19 08:24:31.852518,Finance,Executive,Compare sales performance by region,Marketing,Churn Rate,Trend Analysis,0.84,420,3.0,High
INT-100276,2026-02-02 08:23:31.852520,Operations,Manager,What is customer churn rate?,Sales,Profit Margin,Predictive,0.69,427,,Medium
INT-100277,2025-05-17 00:22:31.852522,Finance,Manager,Forecast next quarter revenue,Marketing,Churn Rate,Descriptive,0.81,492,5.0,Low
INT-100278,2025-04-09 11:00:31.852524,Finance,Analyst,Show monthly revenue trend,Finance,Revenue,Predictive,0.69,1155,3.0,High
INT-100279,2025-06-08 00:33:31.852526,Finance,Manager,What is customer churn rate?,Revenue,ROI,Trend Analysis,0.66,1697,4.0,High
INT-100280,2026-01-25 00:49:31.852528,Marketing,Intern,Which campaign had highest ROI?,Marketing,ROI,Predictive,0.82,1480,3.0,Medium
INT-100281,2025-05-27 08:04:31.852529,Operations,Intern,What is customer churn rate?,Finance,Profit Margin,Trend Analysis,0.98,2178,2.0,nan
INT-100282,2025-11-02 17:11:31.852531,Sales,Executive,Forecast next quarter revenue,Sales,Churn Rate,Predictive,0.69,1729,3.0,High
INT-100283,2025-09-22 06:57:31.852533,HR,Intern,What is customer churn rate?,Customer,Revenue,Predictive,0.74,587,5.0,Medium
INT-100284,2025-04-12 06:19:31.852535,Sales,Analyst,Show monthly revenue trend,Sales,Churn Rate,Predictive,0.7,388,5.0,Medium
INT-100285,2026-01-14 15:40:31.852537,Operations,Executive,Show monthly revenue trend,Revenue,Conversion Rate,Descriptive,0.7,1117,3.0,nan
INT-100286,2025-05-28 04:33:31.852539,HR,Intern,Which campaign had highest ROI?,Sales,Churn Rate,Predictive,0.76,1401,3.0,High
INT-100287,2025-06-24 12:01:31.852541,Operations,Analyst,Compare sales performance by region,Sales,Profit Margin,Trend Analysis,0.87,1123,4.0,Medium
INT-100288,2025-10-18 16:32:31.852546,Finance,Intern,Forecast next quarter revenue,Sales,Churn Rate,Trend Analysis,0.62,1821,3.0,Medium
INT-100289,2025-05-16 08:32:31.852548,HR,Intern,Forecast next quarter revenue,Sales,ROI,Descriptive,0.97,959,4.0,Medium
INT-100290,2025-11-06 13:31:31.852549,Finance,Manager,Compare sales performance by region,Revenue,Revenue,Descriptive,0.62,1677,4.0,Medium
INT-100291,2025-08-17 23:26:31.852551,Sales,Intern,Show monthly revenue trend,Finance,Profit Margin,Trend Analysis,0.94,2464,3.0,Medium
INT-100292,2025-12-07 01:22:31.852553,Sales,Intern,Show monthly revenue trend,Marketing,Conversion Rate,Predictive,0.95,1265,2.0,Medium
INT-100293,2025-11-21 12:32:31.852555,HR,Analyst,What is customer churn rate?,Customer,Revenue,Trend Analysis,0.8,393,4.0,Medium
INT-100294,2025-06-20 23:51:31.852557,HR,Analyst,Which campaign had highest ROI?,Marketing,Revenue,Descriptive,0.65,1550,3.0,nan
INT-100295,2025-07-27 23:52:31.852558,Operations,Manager,Which campaign had highest ROI?,Marketing,ROI,Descriptive,0.82,1596,3.0,nan
INT-100296,2025-05-13 19:59:31.852560,Operations,Intern,Which campaign had highest ROI?,Customer,ROI,Trend Analysis,0.85,1688,3.0,High
INT-100297,2025-07-28 03:00:31.852563,Finance,Manager,What is customer churn rate?,Revenue,ROI,Predictive,0.93,362,3.0,nan
INT-100298,2026-02-06 20:48:31.852564,HR,Intern,Which campaign had highest ROI?,Customer,Profit Margin,Predictive,0.81,475,5.0,High
INT-100299,2025-12-04 15:02:31.852566,Sales,Executive,Compare sales performance by region,Revenue,Churn Rate,Descriptive,0.76,563,4.0,Low
INT-100300,2025-05-31 11:39:31.852568,Operations,Executive,What is customer churn rate?,Marketing,Revenue,Trend Analysis,0.93,1865,4.0,nan
INT-100301,2025-09-26 22:54:31.852570,Operations,Manager,Compare sales performance by region,Revenue,Churn Rate,Trend Analysis,0.98,2202,3.0,Low
INT-100302,2025-04-16 17:58:31.852572,Sales,Manager,What is customer churn rate?,Finance,Churn Rate,Descriptive,0.85,659,1.0,Medium
INT-100303,2025-09-03 17:37:31.852574,Operations,Manager,Which campaign had highest ROI?,Customer,ROI,Trend Analysis,0.94,2332,3.0,Medium
INT-100304,2026-01-24 19:35:31.852576,Finance,Analyst,Compare sales performance by region,Finance,Churn Rate,Descriptive,0.83,1931,5.0,Medium
INT-100305,2026-02-06 12:00:31.852578,HR,Analyst,Compare sales performance by region,Marketing,Revenue,Predictive,0.87,1539,3.0,Medium
INT-100306,2026-01-30 22:07:31.852580,Sales,Analyst,Compare sales performance by region,Customer,Revenue,Predictive,0.87,2490,4.0,High
INT-100307,2025-11-26 15:39:31.852582,HR,Manager,What is customer churn rate?,Marketing,Conversion Rate,Trend Analysis,0.87,1565,2.0,Low
INT-100308,2026-01-05 23:36:31.852584,Operations,Intern,Forecast next quarter revenue,Finance,Profit Margin,Predictive,0.73,856,,nan
INT-100309,2025-07-13 07:13:31.852586,Operations,Executive,Which campaign had highest ROI?,Marketing,Churn Rate,Predictive,0.82,1306,,Medium
INT-100310,2025-08-07 16:51:31.852588,Sales,Manager,Compare sales performance by region,Customer,Profit Margin,Descriptive,0.83,1583,2.0,nan
INT-100311,2025-11-19 21:33:31.852590,Finance,Analyst,Forecast next quarter revenue,Customer,Profit Margin,Descriptive,0.72,2335,4.0,Medium
INT-100312,2025-11-03 07:50:31.852591,Marketing,Analyst,Which campaign had highest ROI?,Marketing,Profit Margin,Trend Analysis,0.74,941,1.0,Medium
INT-100313,2026-01-11 23:32:31.852593,Sales,Manager,Which campaign had highest ROI?,Customer,Profit Margin,Descriptive,0.9,2195,4.0,Medium
INT-100314,2026-01-14 16:58:31.852595,Marketing,Manager,Compare sales performance by region,Customer,Revenue,Trend Analysis,0.83,1721,2.0,Medium
INT-100315,2026-01-27 21:42:31.852597,Marketing,Analyst,Compare sales performance by region,Marketing,Churn Rate,Trend Analysis,0.66,1823,2.0,Low
INT-100316,2025-07-18 07:11:31.852599,Finance,Intern,What is customer churn rate?,Finance,Conversion Rate,Descriptive,0.93,881,1.0,Medium
INT-100317,2025-09-27 19:26:31.852601,Marketing,Analyst,Forecast next quarter revenue,Customer,Profit Margin,Predictive,0.94,1312,,Low
INT-100318,2025-12-31 06:33:31.852603,Marketing,Analyst,Forecast next quarter revenue,Customer,Conversion Rate,Predictive,0.78,1924,5.0,Medium
INT-100319,2025-08-27 19:56:31.852605,Finance,Manager,Compare sales performance by region,Customer,Revenue,Predictive,0.68,1098,1.0,nan
INT-100320,2025-09-23 05:46:31.852606,Marketing,Intern,Which campaign had highest ROI?,Customer,Revenue,Predictive,0.97,800,4.0,Low
INT-100321,2025-10-18 22:14:31.852608,Marketing,Analyst,Compare sales performance by region,Marketing,ROI,Trend Analysis,0.94,2067,2.0,Medium
INT-100322,2025-06-16 08:23:31.852610,Marketing,Analyst,Which campaign had highest ROI?,Finance,Profit Margin,Predictive,0.7,1399,3.0,High
INT-100323,2025-11-14 04:37:31.852612,Sales,Executive,Which campaign had highest ROI?,Finance,ROI,Trend Analysis,0.64,682,5.0,Low
INT-100324,2025-06-18 04:10:31.852614,Sales,Manager,Compare sales performance by region,Revenue,Conversion Rate,Descriptive,0.77,2210,2.0,Low
INT-100325,2025-11-15 13:44:31.852616,Sales,Executive,Show monthly revenue trend,Customer,Churn Rate,Descriptive,0.86,1342,4.0,Low
INT-100326,2025-11-24 16:16:31.852617,Finance,Executive,Forecast next quarter revenue,Customer,ROI,Trend Analysis,0.67,368,3.0,Low
INT-100327,2025-04-17 02:08:31.852619,Operations,Analyst,Which campaign had highest ROI?,Revenue,Revenue,Predictive,0.8,2221,2.0,Low
INT-100328,2025-07-07 19:16:31.852621,Marketing,Manager,Which campaign had highest ROI?,Finance,Profit Margin,Trend Analysis,0.77,2394,3.0,Medium
INT-100329,2025-07-16 04:46:31.852623,Marketing,Intern,Show monthly revenue trend,Sales,Conversion Rate,Predictive,0.95,638,,Medium
INT-100330,2025-04-24 01:50:31.852625,Finance,Analyst,What is customer churn rate?,Sales,Revenue,Predictive,0.77,359,5.0,High
INT-100331,2025-05-03 08:27:31.852627,Marketing,Intern,Show monthly revenue trend,Finance,Churn Rate,Trend Analysis,0.81,1013,2.0,High
